hotel_code,hotel_name,address,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
HILTON-17-11,Tru by Hilton Aloha Beaverton,,+1 503-591-0170,Rating: 4.0 out of 5.0,"Conveniently located in the heart of Beaverton, our hotel is less than two miles from corporate hubs like Nike World Head Quarters and Intel. Explore the beauty of Tualatin Hills Nature Park only four minutes from us. Guests will enjoy our...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, 1-4 night stay $50 + Tax 5+ night stay $75 + Tax 2 pets max dog or cat only""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, 1-4 night stay $50 + Tax 5+ night stay $75 + Tax 2 pets max dog or cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Newly Built"", ""Streaming entertainment"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center""]","[{""place"": ""City Center"", ""distance"": ""9.70 miles""}]","[{""airport"": ""Portland International Airport"", ""distance"": ""23 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:38:30.522978
HILTON-17-12,Embassy Suites by Hilton San Francisco Airport Waterfront,,+1 650-342-4600,Rating: 3.6 out of 5.0,"Our hotel offers views of the bay along a waterfront trail, just five minutes from San Francisco Airport. Our limited, fee-based shuttle will take you to SFO. The nearby Broadway BART station provides access to downtown San Francisco 20...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""This property is 100% Nonsmoking"", ""Parking"": ""Self parking - $45.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n), $125(5+n)2pets Max, dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n), $125(5+n)2pets Max, dog/cat only""}","{""Parking"": ""Self parking - $45.00 / night""}","[""Free made-to-order breakfast"", ""Complimentary evening reception"", ""Non-smoking rooms"", ""Digital Key"", ""Airport shuttle"", ""EV charging"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""META"", ""distance"": ""0.50 miles""}, {""place"": ""TopGolf"", ""distance"": ""0.50 miles""}, {""place"": ""Burlingame/Broadway dining & shopping"", ""distance"": ""1 mile""}, {""place"": ""San Francisco International Airport"", ""distance"": ""2 miles""}]","[{""airport"": ""San Francisco International Airport"", ""distance"": ""4 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Metropolitan Oakland International"", ""distance"": ""26 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""San Jose International Airport"", ""distance"": ""30 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:38:45.052630
HILTON-17-13,Hilton San Francisco Airport Bayfront,,+1 650-340-8500,Rating: 3.9 out of 5.0,"We’re just four miles from San Francisco International Airport and offer a complimentary shuttle to the Airport BART Station, providing easy access to downtown attractions. Central Burlingame’s shopping and dining options are within three...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""100% Non-smoking hotel."", ""Parking"": ""Self parking - $40.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum""}","{""Parking"": ""Self parking - $40.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Airport shuttle"", ""EV charging"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Topgolf | Burlingame"", ""distance"": ""0.20 miles""}, {""place"": ""Burlingame Shopping & Dining"", ""distance"": ""1 mile""}, {""place"": ""California Academy of Sciences"", ""distance"": ""18 miles""}, {""place"": ""Warriors Basketball & ChaseCenter"", ""distance"": ""20 miles""}, {""place"": ""Giants Baseball & Oracle Park"", ""distance"": ""21 miles""}, {""place"": ""Levi's Stadium/49ers"", ""distance"": ""27 miles""}]","[{""airport"": ""San Francisco International Airport"", ""distance"": ""4 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""San Jose International Airport"", ""distance"": ""32 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Metropolitan Oakland International"", ""distance"": ""32 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:39:04.561625
HILTON-17-14,Homewood Suites by Hilton Hillsboro/Beaverton,,+1 503-614-0900,Rating: 4.2 out of 5.0,"Located off Hwy 26, our hotel is less than 15 minutes from ASML, Intel, Nike HQ, and downtown Portland. Ideal for business and extended stays, our suites feature full kitchens, workspaces, and separate living areas. Enjoy free WiFi, hot...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - $12.00 / night"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n) $125(5+n) 2 pets Max. Pet Fees are subject to 14% tax per stay""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n) $125(5+n) 2 pets Max. Pet Fees are subject to 14% tax per stay""}","{""Parking"": ""Self parking - $12.00 / night""}","[""Free hot breakfast"", ""Non-smoking rooms"", ""Digital Key"", ""Extended Stay"", ""In-Room Kitchen"", ""Streaming entertainment"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""Tualatin Hills Park & Rec. Facility"", ""distance"": ""0.25 miles""}, {""place"": ""Oregon Zoo"", ""distance"": ""5 miles""}, {""place"": ""Japanese Garden"", ""distance"": ""6 miles""}, {""place"": ""Pittock Mansion"", ""distance"": ""7 miles""}, {""place"": ""City Center"", ""distance"": ""8 miles""}, {""place"": ""Washington Square Mall"", ""distance"": ""8 miles""}]","[{""airport"": ""Portland-Hillsboro Airport"", ""distance"": ""6 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Portland International Airport"", ""distance"": ""20 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:39:22.512954
HILTON-17-15,Hilton Garden Inn Portland/Beaverton,,+1 503-439-1717,Rating: 4.2 out of 5.0,"We’re off Hwy 26, six miles from Hillsboro Airport and nine miles from Downtown Portland. Tualatin Hills Nature Park, Nike World Headquarters, Columbia Sportswear, and Intel are all within three miles. We offer breakfast and dinner onsite...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75.00(1-4nights), $125.00(5+n)2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75.00(1-4nights), $125.00(5+n)2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Tualitin Hills Recreation Center"", ""distance"": ""0.20 miles""}, {""place"": ""Tanasbourne Shopping Center"", ""distance"": ""3 miles""}, {""place"": ""Gordon Faber Recreation Complex"", ""distance"": ""5.60 miles""}, {""place"": ""Oregon Zoo and Washington Park"", ""distance"": ""6 miles""}, {""place"": ""Washington County Fairgrounds"", ""distance"": ""6 miles""}, {""place"": ""Moda Center at the Rose Quarter"", ""distance"": ""10 miles""}]","[{""airport"": ""Portland-Hillsboro Airport"", ""distance"": ""5 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Portland International Airport"", ""distance"": ""22 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:39:39.505011
HILTON-17-16,Hilton Vancouver Airport,,+1 604-273-6336,Rating: 4.2 out of 5.0,"We’re a five-minute walk from the CF Richmond Centre, with shops, dining, and SkyTrain links to Vancouver. Minoru Park is 2 kilometers away, and Rogers Arena and Cruise Ports are within 30 minutes. Steveston Harbor is 15 minutes away, and...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Canadian Dollar"", ""Smoking"": ""The hotel is 100% non-smoking, including e-cigarettes, in all guest rooms and public areas. A fee of up to $500 will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - C$35.00 / night"", ""Pets"": ""Pets allowed, C$75.00 non-refundable fee, 75 lbs maximum, Please note, we’re a dog-friendly hotel and only accept canine companions.""}","{""Pets"": ""Pets allowed, C$75.00 non-refundable fee, 75 lbs maximum, Please note, we’re a dog-friendly hotel and only accept canine companions.""}","{""Parking"": ""Self parking - C$35.00 / night""}","[""Connecting Rooms"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""Airport shuttle"", ""Streaming entertainment"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""The Golden Village"", ""distance"": ""1 kilometer""}, {""place"": ""Historic Steveston Fishing Village"", ""distance"": ""4 kilometers""}, {""place"": ""Silver City Bridgeport"", ""distance"": ""4 kilometers""}, {""place"": ""Britannia Shipyard Historic Site"", ""distance"": ""7 kilometers""}, {""place"": ""International Buddhist Temple"", ""distance"": ""7 kilometers""}, {""place"": ""Vandussen Gardens"", ""distance"": ""8.50 kilometers""}]","[{""airport"": ""Vancouver International Airport"", ""distance"": ""5 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:39:53.006090
HILTON-17-17,Hampton Inn by Hilton Vancouver-Airport/Richmond,,+1 604-232-5505,Rating: 3.7 out of 5.0,"We’re five kilometers from Vancouver International Airport via our free shuttle. The Bridgeport Station Skytrain is short walk from our door, with links to Richmond and Vancouver. Aberdeen Centre is a five-minute drive, home to shopping and...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Canadian Dollar"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, C$70.00 non-refundable fee, 75 lbs maximum, CAD$70/stay for 1-4 nights, CAD$100/stay for 5+ nights 2 pets max dogs or cats only""}","{""Pets"": ""Pets allowed, C$70.00 non-refundable fee, 75 lbs maximum, CAD$70/stay for 1-4 nights, CAD$100/stay for 5+ nights 2 pets max dogs or cats only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Airport shuttle"", ""Streaming entertainment"", ""Fitness center"", ""Pet-friendly rooms""]","[{""place"": ""Lansdowne Park"", ""distance"": ""1.20 miles""}, {""place"": ""Dyke Trails(around Richmond)"", ""distance"": ""2 miles""}, {""place"": ""Vancouver Int Airport"", ""distance"": ""2 miles""}, {""place"": ""Green Acres Golf Club"", ""distance"": ""2.50 miles""}, {""place"": ""Richmond Shopping Centre"", ""distance"": ""3 miles""}, {""place"": ""BC Ferries"", ""distance"": ""8 miles""}]","[{""airport"": ""Vancouver International Airport"", ""distance"": ""3 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:40:08.171339
HILTON-17-18,Spark by Hilton Tumwater,,+1 360-915-9941,Rating: 3.8 out of 5.0,"Experience the charm of our hotel, conveniently nestled close to vibrant local attractions. The Farmers Market, Washington State Library, and Olympia Flight Museum are all within six miles of us. Start your day with a complimentary...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $50.00 non-refundable fee, 15 lbs maximum""}","{""Pets"": ""Pets allowed, $50.00 non-refundable fee, 15 lbs maximum""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""City Center"", ""distance"": ""1 mile""}, {""place"": ""City Center"", ""distance"": ""2 miles""}]","[{""airport"": ""Seattle-Tacoma International Airport"", ""distance"": ""53 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:40:23.127624
HILTON-17-19,Hilton Vancouver Downtown,,+1 604-602-1999,Rating: 4.3 out of 5.0,"We’re next to Yaletown, with its buzzing restaurants, boutiques, and bars, and close to all the major concert and sports venues. Offering mainly one-bedroom suites, you’ll have plenty of space to relax. Take in views of iconic Robson Street...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Canadian Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Valet parking - C$45.00 / night"", ""Pets"": ""Pets allowed, C$50.00 non-refundable fee, 50 lbs maximum, Cats are not permitted.""}","{""Pets"": ""Pets allowed, C$50.00 non-refundable fee, 50 lbs maximum, Cats are not permitted.""}","{""Parking"": ""Valet parking - C$45.00 / night""}","[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""Streaming entertainment"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""0.50 kilometers""}, {""place"": ""Pacific Centre Shopping Mall"", ""distance"": ""0.50 kilometers""}, {""place"": ""Vancouver Art Gallery"", ""distance"": ""0.50 kilometers""}, {""place"": ""Dr. Sun Yat-Sen Chinese Garden"", ""distance"": ""2 kilometers""}, {""place"": ""Telus World Science Center"", ""distance"": ""2 kilometers""}, {""place"": ""Stanley Park"", ""distance"": ""3 kilometers""}]","[{""airport"": ""Vancouver International Airport"", ""distance"": ""14 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:40:38.171434
HILTON-17-20,Hampton Inn & Suites by Hilton Vancouver-Downtown,,+1 604-602-1008,Rating: 4.5 out of 5.0,"Find us on the corner of the Robson Street entertainment district. We're across from BC Place events and a short walk from Rogers Arena. Gastown's renowned restaurant and shopping scene is five minutes away. Free hot breakfast, free WiFi,...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Canadian Dollar"", ""Parking"": ""Self parking - C$39.00 / night"", ""Pets"": ""Pets allowed, C$75.00 non-refundable fee, 75 lbs maximum, 1-4 nights - CAD$75/stay, 5+ nights - CAD$120/stay, max. 7-nights, no cats, one dog per room only.""}","{""Pets"": ""Pets allowed, C$75.00 non-refundable fee, 75 lbs maximum, 1-4 nights - CAD$75/stay, 5+ nights - CAD$120/stay, max. 7-nights, no cats, one dog per room only.""}","{""Parking"": ""Self parking - C$39.00 / night""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Concierge"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Meeting rooms""]","[{""place"": ""BC Place Stadium"", ""distance"": ""0.10 miles""}, {""place"": ""The Centre for the Performing Arts"", ""distance"": ""0.20 miles""}, {""place"": ""Chinatown nearby"", ""distance"": ""0.20 miles""}, {""place"": ""Yaletown District"", ""distance"": ""0.30 miles""}, {""place"": ""Gastown"", ""distance"": ""0.50 miles""}, {""place"": ""Pacific Centre Shopping Mall"", ""distance"": ""0.50 miles""}]","[{""airport"": ""Vancouver International Airport"", ""distance"": ""10 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:40:52.944128
HILTON-18-1,"Carneros Resort and Spa, an SLH Hotel","Napa, CA, US",+1 707-299-4900,Rating: 4.4 out of 5.0,"Carneros Resort and Spa, a Member of Small Luxury Hotels of the World, is the quintessential wine country resort experience. Explore the spacious surroundings with a complimentary Cadillac during your stay (subject to availability). Enjoy...",$667,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Parking"": ""Valet parking - Complimentary"", ""Pets"": ""Pets allowed, $150.00 non-refundable fee, Dogs allowed charge of USD150 per stay per dog on applicable rooms on request""}","{""Pets"": ""Pets allowed, $150.00 non-refundable fee, Dogs allowed charge of USD150 per stay per dog on applicable rooms on request""}","{""Parking"": ""Valet parking - Complimentary""}","[""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Concierge"", ""Spa"", ""Tennis"", ""Luxury"", ""EV charging"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Room service""]","[{""place"": ""Domaine Carneros"", ""distance"": ""1 mile""}, {""place"": ""Artesa Winery"", ""distance"": ""2 miles""}, {""place"": ""City Center"", ""distance"": ""5 miles""}, {""place"": ""Downtown Napa"", ""distance"": ""5 miles""}, {""place"": ""Napa Opera House"", ""distance"": ""5 miles""}, {""place"": ""Oxbow Market"", ""distance"": ""6 miles""}]","[{""airport"": ""Napa County Airport"", ""distance"": ""7 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Sonoma County Airport"", ""distance"": ""43 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""San Francisco International Airport"", ""distance"": ""59 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T12:41:19.660658
